"symbol";"account";"type";"2020";"2021";"2022";"2023"
"BOGA";"Accounts Receivable";"BS";4.2130267549E10;3.843312663E10;5.8665633713E10;2.6252291553E10
"BOGA";"Basic EPS";"IS";2.56;7.23;3.87;3.87
"BOGA";"Capital Expenditure";"CF";-1.7712909423E10;-1.1028951571E10;-6.11465478E9;-1.5858171544E10
"BOGA";"Cash And Cash Equivalents";"BS";7.3883550927E10;4.55119481305E11;4.14666370894E11;4.35714632691E11
"BOGA";"Cash Flowsfromusedin Operating Activities Direct";"CF";4.9908636196E10;4.6148740837E10;-4.0177549344E10;4.7385923629E10
"BOGA";"Cost Of Revenue";"IS";4.41709455749E11;4.92486107707E11;6.73282979661E11;8.33435732702E11
"BOGA";"Current Assets";"BS";1.6022022303E11;5.30063304122E11;6.31175767884E11;5.43655105673E11
"BOGA";"Current Liabilities";"BS";1.33446046804E11;3.20607828686E11;3.98183006191E11;1.17093087153E11
"BOGA";"End Cash Position";"CF";7.3883550927E10;4.55119481305E11;4.14666370894E11;4.35714632691E11
"BOGA";"Gross Profit";"IS";3.6316347253E10;6.3857190023E10;6.0452506683E10;6.8403739385E10
"BOGA";"Net Income";"IS";9.74336329E9;2.749759731E10;1.472266067E10;7.458500675E9
"BOGA";"Operating Expense";"IS";2.9992630103E10;3.5914206647E10;3.1996432006E10;4.5364397197E10
"BOGA";"Operating Income";"IS";6.32371715E9;2.7942983376E10;2.8456074677E10;2.3039342188E10
"BOGA";"Total Assets";"BS";5.95139264972E11;8.13751994176E11;9.04862041974E11;8.25238301373E11
"BOGA";"Total Equity Gross Minority Interest";"BS";4.37154579457E11;4.64831023278E11;4.79596721714E11;4.87133890202E11
"BOGA";"Total Liabilities Net Minority Interest";"BS";1.57984685515E11;3.48920970898E11;4.2526532026E11;3.38104411171E11
"BOGA";"Total Non Current Assets";"BS";4.34919041942E11;2.83688690054E11;2.7368627409E11;2.815831957E11
"BOGA";"Total Non Current Liabilities Net Minority Interest";"BS";2.4538638711E10;2.8313142212E10;2.7082314069E10;2.21011324018E11
"BOGA";"Total Revenue";"IS";4.78025803002E11;5.5634329773E11;7.33735486344E11;9.01839472087E11
"BOLA";"Accounts Payable";"BS";3.5897258234E10;6.791096855E9;1.7316167812E10;3.2922533486E10
"BOLA";"Accounts Receivable";"BS";3.6598073657E10;7.2818901378E10;1.10021380667E11;9.7489725471E10
"BOLA";"Basic EPS";"IS";0.87;30.54;2.73;2.73
"BOLA";"Capital Expenditure";"CF";-5.2122747061E10;-2.1370926508E10;-2.2693819139E10;-6.2880910569E10
"BOLA";"Cash And Cash Equivalents";"BS";1.76229181797E11;1.93553917314E11;6.6644695821E10;4.0530111117E10
"BOLA";"Cash Flowsfromusedin Operating Activities Direct";"CF";-2.8029578432E10;-2.2444601586E10;-3.4362024222E10;-1.978370194E9
"BOLA";"Cost Of Revenue";"IS";6.2734984856E10;6.3000376361E10;1.51424426945E11;2.11017003223E11
"BOLA";"Current Assets";"BS";3.02270366545E11;5.83486768871E11;5.57213186758E11;5.52552481377E11
"BOLA";"Current Liabilities";"BS";6.7059037192E10;5.174099238E10;4.846137317E10;6.7494643695E10
"BOLA";"End Cash Position";"CF";1.76229181797E11;1.93553917314E11;1.14394695821E11;4.0530111117E10
"BOLA";"Gross Profit";"IS";1.368354005E10;1.28658022813E11;2.01711346839E11;1.52321255793E11
"BOLA";"Net Income";"IS";5.225575946E9;1.83248499539E11;1.6402194445E10;-3.713465716E9
"BOLA";"Operating Expense";"IS";8.3525551392E10;1.31432112501E11;2.26513792596E11;2.82586832766E11
"BOLA";"Operating Income";"IS";-6.9842011342E10;-2.774089688E9;-2.4802445757E10;-1.30265576973E11
"BOLA";"Total Assets";"BS";5.62064952585E11;7.63011610843E11;7.73407973533E11;8.1109436783E11
"BOLA";"Total Equity Gross Minority Interest";"BS";4.82697447532E11;7.02086722953E11;7.14324786379E11;7.27196514926E11
"BOLA";"Total Liabilities Net Minority Interest";"BS";7.9367505053E10;6.092488789E10;5.9083187154E10;8.3897852904E10
"BOLA";"Total Non Current Assets";"BS";2.5979458604E11;1.79524841972E11;2.16194786775E11;2.58541886453E11
"BOLA";"Total Non Current Liabilities Net Minority Interest";"BS";1.2308467861E10;9.18389551E9;1.0621813984E10;1.6403209209E10
"BOLA";"Total Revenue";"IS";7.6418524906E10;1.91658399174E11;3.53135773784E11;3.63338259016E11
"BOLT";"Accounts Payable";"BS";6.6627357962E10;1.21986844808E11;1.15134470827E11;1.15134470827E11
"BOLT";"Accounts Receivable";"BS";1.3334931521E11;2.10521928081E11;2.58798821519E11;2.58798821519E11
"BOLT";"Basic EPS";"IS";-23.85;28.71;33.91;33.91
"BOLT";"Capital Expenditure";"CF";-1.6545741096E10;-3.5161417996E10;-1.6431553864E10;-1.6431553864E10
"BOLT";"Cash And Cash Equivalents";"BS";6.38567663E9;7.857725879E9;3.146070544E10;3.146070544E10
"BOLT";"Cash Flowsfromusedin Operating Activities Direct";"CF";8.6739328026E10;3.4346451383E10;3.4831381733E10;3.4831381733E10
"BOLT";"Cost Of Revenue";"IS";6.96902028465E11;9.6390923799E11;1.202749847043E12;1.202749847043E12
"BOLT";"Current Assets";"BS";4.76251718343E11;6.43891066337E11;7.1967901657E11;7.1967901657E11
"BOLT";"Current Liabilities";"BS";2.91939087063E11;4.19979414846E11;4.38159156686E11;4.38159156686E11
"BOLT";"End Cash Position";"CF";-2.7093816237E10;-2.6215925417E10;-9.842767E7;-9.842767E7
"BOLT";"Gross Profit";"IS";9.1971062756E10;2.1794003012E11;2.12271446601E11;2.12271446601E11
"BOLT";"Net Income";"IS";-5.5898166249E10;6.7298552479E10;7.948045192E10;7.948045192E10
"BOLT";"Operating Expense";"IS";1.09542956382E11;8.6213452985E10;1.03965837437E11;1.03965837437E11
"BOLT";"Operating Income";"IS";-1.7571893626E10;1.31726577135E11;1.08305609164E11;1.08305609164E11
"BOLT";"Total Assets";"BS";1.119076870425E12;1.368411097483E12;1.405279687983E12;1.405279687983E12
"BOLT";"Total Equity Gross Minority Interest";"BS";7.00034091362E11;8.17607645573E11;8.48744289128E11;8.48744289128E11
"BOLT";"Total Liabilities Net Minority Interest";"BS";4.19042779063E11;5.5080345191E11;5.56535398855E11;5.56535398855E11
"BOLT";"Total Non Current Assets";"BS";6.42825152082E11;7.24520031146E11;6.85600671413E11;6.85600671413E11
"BOLT";"Total Non Current Liabilities Net Minority Interest";"BS";1.27103692E11;1.30824037064E11;1.18376242169E11;1.18376242169E11
"BOLT";"Total Revenue";"IS";7.88873091221E11;1.18184926811E12;1.415021293643E12;1.415021293643E12
"BOSS";"Accounts Payable";"BS";8.1580602567E10;8.332564931E10;7.96125429E10;7.96125429E10
"BOSS";"Accounts Receivable";"BS";1.74123284E8;8.162501632E9;3.5746572394E10;3.5746572394E10
"BOSS";"Basic EPS";"IS";-75.92;-118.0;27.88;27.88
"BOSS";"Capital Expenditure";"CF";-4.0587789852E10;-7.191254433E9;-6.994160188E9;-6.994160188E9
"BOSS";"Cash And Cash Equivalents";"BS";1.79960271E9;1.942543427E9;1.5314049786E10;1.5314049786E10
"BOSS";"Cash Flowsfromusedin Operating Activities Direct";"CF";1.7895035014E10;-2.0237096265E10;-3.393442706E10;-3.393442706E10
"BOSS";"Cost Of Revenue";"IS";1.7873075165E11;6.853214369E10;2.72106815142E11;2.72106815142E11
"BOSS";"Current Assets";"BS";1.29151338478E11;1.37638370951E11;2.98637575059E11;2.98637575059E11
"BOSS";"Current Liabilities";"BS";2.23507975633E11;2.34312236192E11;3.4973937716E11;3.4973937716E11
"BOSS";"End Cash Position";"CF";1.79960271E9;1.942543427E9;1.5314049786E10;1.5314049786E10
"BOSS";"Gross Profit";"IS";-8.344736456E9;-2.5008837564E10;1.8464425064E11;1.8464425064E11
"BOSS";"Net Income";"IS";-1.06288395092E11;-1.65363324167E11;3.9029782584E10;3.9029782584E10
"BOSS";"Operating Expense";"IS";6.9279505658E10;4.6846850905E10;1.16024090817E11;1.16024090817E11
"BOSS";"Operating Income";"IS";-7.7624242114E10;-7.1855688469E10;6.8620159823E10;6.8620159823E10
"BOSS";"Total Assets";"BS";6.99274548775E11;5.23526081797E11;6.99108216872E11;6.99108216872E11
"BOSS";"Total Equity Gross Minority Interest";"BS";8.7375089069E10;-7.8014262859E10;-3.9383249599E10;-3.9383249599E10
"BOSS";"Total Liabilities Net Minority Interest";"BS";6.11899459706E11;6.01540344656E11;7.38491466471E11;7.38491466471E11
"BOSS";"Total Non Current Assets";"BS";5.70123210297E11;3.85887710846E11;4.00470641813E11;4.00470641813E11
"BOSS";"Total Non Current Liabilities Net Minority Interest";"BS";3.88391484073E11;3.67228108464E11;3.88752089311E11;3.88752089311E11
"BOSS";"Total Revenue";"IS";1.70386015194E11;4.3523306126E10;4.56751065782E11;4.56751065782E11
"BPFI";"Accounts Payable";"BS";4.026958431E9;3.726223506E9;3.628218058E9;4.408276169E9
"BPFI";"Basic EPS";"IS";15.433333;17.17;19.41;19.41
"BPFI";"Capital Expenditure";"CF";-1.87816082E9;-3.806734234E9;-9.378864334E9;-1.600115854E9
"BPFI";"Cash And Cash Equivalents";"BS";6.1313385213E10;6.9475632767E10;2.4977614285E10;2.0506502419E10
"BPFI";"Cash Flowsfromusedin Operating Activities Direct";"CF";4.34322073484E11;2.52749044494E11;-9.9872034608E10;-4.2958174818E11
"BPFI";"End Cash Position";"CF";6.0089895013E10;6.8252142567E10;2.2830174285E10;1.9064704737E10
"BPFI";"Net Income";"IS";4.1262495245E10;4.5920466508E10;5.1897934983E10;8.6665575762E10
"BPFI";"Operating Expense";"IS";1.87949436971E11;1.70101347367E11;1.61040557403E11;1.87011841222E11
"BPFI";"Total Assets";"BS";1.472642352942E12;1.297609119758E12;1.316472328512E12;1.850404325358E12
"BPFI";"Total Equity Gross Minority Interest";"BS";8.59103399491E11;9.20295846845E11;9.80534145004E11;1.058512678868E12
"BPFI";"Total Liabilities Net Minority Interest";"BS";6.13538953451E11;3.77313272913E11;3.35938183508E11;7.9189164649E11
"BPFI";"Total Revenue";"IS";2.63656101601E11;2.39917742219E11;2.43629005781E11;3.20710275037E11
"BPII";"Accounts Payable";"BS";2.89962501782E11;2.78424334598E11;4.29591652671E11;8.5364014565E11
"BPII";"Accounts Receivable";"BS";2.87805777258E11;3.07204439088E11;4.41633282069E11;8.34323801504E11
"BPII";"Basic EPS";"IS";167.5;228.86;1161.59;230.09
"BPII";"Capital Expenditure";"CF";-1.5504689012E10;-1.07562816594E11;-2.21360701429E11;-5.47307035885E11
"BPII";"Cash And Cash Equivalents";"BS";1.50296214646E11;1.34525607037E11;7.2865338755E11;3.61428478152E11
"BPII";"Cash Flowsfromusedin Operating Activities Direct";"CF";5.63848994485E11;4.40875923274E11;3.29415738998E11;3.60022511769E11
"BPII";"Cost Of Revenue";"IS";2.12150527947E11;2.3968050175E11;3.22796629382E11;4.45385260504E11
"BPII";"Current Assets";"BS";1.18952489494E12;1.450153892227E12;1.735167054322E12;1.93020129074E12
"BPII";"Current Liabilities";"BS";1.141355394335E12;8.88524498522E11;1.084063871772E12;1.560811061841E12
"BPII";"End Cash Position";"CF";1.39360170724E11;1.26851883892E11;7.28653389572E11;3.61428478152E11
"BPII";"Gross Profit";"IS";6.43006155506E11;4.55040709813E11;5.50228715415E11;5.44811049585E11
"BPII";"Net Income";"IS";9.4172498996E10;1.26953259453E11;6.00227349123E11;1.13763277239E11
"BPII";"Operating Expense";"IS";3.62020929174E11;2.97425688917E11;3.61961501186E11;3.24257323173E11
"BPII";"Operating Income";"IS";2.80985226332E11;1.57615020896E11;1.88267214229E11;2.20553726412E11
"BPII";"Total Assets";"BS";2.798907230186E12;2.964069016813E12;3.278744462524E12;4.162291973185E12
"BPII";"Total Equity Gross Minority Interest";"BS";1.388085228229E12;1.41928649646E12;1.471686185714E12;1.650467490575E12
"BPII";"Total Liabilities Net Minority Interest";"BS";1.410822001957E12;1.544782520353E12;1.80705827681E12;2.51182448261E12
"BPII";"Total Non Current Assets";"BS";1.609382335246E12;1.513915124586E12;1.543577408202E12;2.232090682445E12
"BPII";"Total Non Current Liabilities Net Minority Interest";"BS";2.69466607622E11;6.56258021831E11;7.22994405038E11;9.51013420769E11
"BPII";"Total Revenue";"IS";8.55156683453E11;6.94721211563E11;8.73025344797E11;9.90196310089E11
"BRAM";"Accounts Payable";"BS";1.6626246E7;3.3371117E7;3.470666E7;3.9658399E7
"BRAM";"Accounts Receivable";"BS";3.411927E7;4.7989345E7;5.492889E7;3.8649886E7
"BRAM";"Basic EPS";"IS";-0.0086;0.0555;0.0712;0.0712
"BRAM";"Capital Expenditure";"CF";-1037698.0;-5800857.0;-8554961.0;-1.17866E7
"BRAM";"Cash And Cash Equivalents";"BS";1.1554708E7;1772793.0;1.3209582E7;3.29205E7
"BRAM";"Cash Flowsfromusedin Operating Activities Direct";"CF";2971768.0;1.3397962E7;4.8927135E7;6.152324E7
"BRAM";"Cost Of Revenue";"IS";1.56593859E8;2.11680939E8;2.68247457E8;2.14377491E8
"BRAM";"Current Assets";"BS";9.3278519E7;1.25041409E8;1.28612798E8;1.19147229E8
"BRAM";"Current Liabilities";"BS";3.6411377E7;6.2932871E7;5.316871E7;5.8366726E7
"BRAM";"End Cash Position";"CF";1.1504722E7;1772793.0;1.3209582E7;3.29205E7
"BRAM";"Gross Profit";"IS";1.1898435E7;4.8085757E7;6.6986787E7;3.7584638E7
"BRAM";"Net Income";"IS";-3895537.0;2.4973072E7;3.1985804E7;1.5315409E7
"BRAM";"Operating Expense";"IS";1.5877161E7;1.7850282E7;1.9750877E7;1.5348895E7
"BRAM";"Operating Income";"IS";-3978726.0;3.0235475E7;4.723591E7;2.2235743E7
"BRAM";"Total Assets";"BS";2.63740526E8;2.89992314E8;2.90896966E8;2.98865582E8
"BRAM";"Total Equity Gross Minority Interest";"BS";2.08522087E8;2.09829234E8;2.22478868E8;2.26024451E8
"BRAM";"Total Liabilities Net Minority Interest";"BS";5.5218439E7;8.016308E7;6.8418098E7;7.2841131E7
"BRAM";"Total Non Current Assets";"BS";1.70462007E8;1.64950905E8;1.62284168E8;1.79718353E8
"BRAM";"Total Non Current Liabilities Net Minority Interest";"BS";1.8807062E7;1.7230209E7;1.5249388E7;1.4474405E7
"BRAM";"Total Revenue";"IS";1.68492294E8;2.59766696E8;3.35234244E8;2.51962129E8
"BREN";"Accounts Payable";"BS";1.1861E7;1.2193E7;7125000.0;1.5367E7
"BREN";"Accounts Receivable";"BS";9.6876E7;9.2386E7;1.24528E8;1.0349E8
"BREN";"Basic EPS";"IS";4.76E-4;6.44E-4;6.81E-4;6.81E-4
"BREN";"Capital Expenditure";"CF";-2.4131E7;-7.2867E7;-5.138E7;-2.8612E7
"BREN";"Cash And Cash Equivalents";"BS";1.2326E8;2.0335E8;1.69331E8;2.47787E8
"BREN";"Cash Flowsfromusedin Operating Activities Direct";"CF";2.1806E8;2.34932E8;2.37361E8;2.27207E8
"BREN";"Current Assets";"BS";4.38064E8;5.25187E8;5.03964E8;6.52787E8
"BREN";"Current Liabilities";"BS";1.34086E8;1.38101E8;1.26831E8;2.36296E8
"BREN";"End Cash Position";"CF";1.2326E8;2.0335E8;1.69331E8;2.47787E8
"BREN";"Net Income";"IS";6.3705E7;8.6097E7;9.1126E7;1.07417E8
"BREN";"Operating Expense";"IS";1.33249E8;1.35307E8;1.42487E8;1.52251E8
"BREN";"Operating Income";"IS";3.87394E8;4.02055E8;4.27293E8;4.42686E8
"BREN";"Total Assets";"BS";3.332098E9;3.441902E9;3.393722E9;3.508431E9
"BREN";"Total Equity Gross Minority Interest";"BS";8.41151E8;9.82782E8;4.35002E8;6.50338E8
"BREN";"Total Liabilities Net Minority Interest";"BS";2.490947E9;2.45912E9;2.95872E9;2.858093E9
"BREN";"Total Non Current Assets";"BS";2.894034E9;2.916715E9;2.889758E9;2.855644E9
"BREN";"Total Non Current Liabilities Net Minority Interest";"BS";2.356861E9;2.321019E9;2.831889E9;2.621797E9
"BREN";"Total Revenue";"IS";5.20643E8;5.37362E8;5.6978E8;5.94937E8
"BRIS";"Basic EPS";"IS";52.198529;73.69;102.54;123.65
"BRIS";"Capital Expenditure";"CF";-1.093299E12;-7.87504E11;-2.041797E12;-1.817875E12
"BRIS";"Cash And Cash Equivalents";"BS";3.3430321E13;2.6576898E13;3.926007E13;4.0047306E13
"BRIS";"Cash Flowsfromusedin Operating Activities Direct";"CF";1.2187412E13;1.6696794E13;1.88553E12;2.041035E12
"BRIS";"End Cash Position";"CF";2.6514431E13;2.6542272E13;3.9221419E13;4.0021092E13
"BRIS";"Net Income";"IS";2.187649E12;3.028205E12;4.260182E12;5.703743E12
"BRIS";"Operating Expense";"IS";8.363069E12;8.900391E12;9.39287E12;9.718928E12
"BRIS";"Total Assets";"BS";2.39581524E14;2.65289081E14;3.05727438E14;3.53624124E14
"BRIS";"Total Equity Gross Minority Interest";"BS";2.1743145E13;2.5013934E13;3.350561E13;3.8739121E13
"BRIS";"Total Liabilities Net Minority Interest";"BS";2.17838379E14;2.40275147E14;2.72221828E14;3.14885003E14
"BRIS";"Total Revenue";"IS";1.4549346E13;1.5803736E13;1.7782936E13;1.8719311E13
"BRMS";"Accounts Payable";"BS";5543072.0;9607135.0;9666536.0;9666536.0
"BRMS";"Accounts Receivable";"BS";550013.0;0.0;0.0;0.0
"BRMS";"Basic EPS";"IS";5.2E-5;8.0E-4;1.0E-4;1.0E-4
"BRMS";"Capital Expenditure";"CF";-2234065.0;-2.31585052E8;-1.27147058E8;-1.27147058E8
"BRMS";"Cash And Cash Equivalents";"BS";2171078.0;6.0370551E7;1.0169549E7;1.0169549E7
"BRMS";"Cash Flowsfromusedin Operating Activities Direct";"CF";3703940.0;3298253.0;4038670.0;4038670.0
"BRMS";"Cost Of Revenue";"IS";2343234.0;4373988.0;5077708.0;5077708.0
"BRMS";"Current Assets";"BS";4.69913E7;2.49283234E8;1.84398965E8;1.84398965E8
"BRMS";"Current Liabilities";"BS";6.7109899E7;8.3918523E7;6.6496368E7;6.6496368E7
"BRMS";"End Cash Position";"CF";2171078.0;6.0370551E7;1.0169549E7;1.0169549E7
"BRMS";"Gross Profit";"IS";6000461.0;6204260.0;6566737.0;6566737.0
"BRMS";"Net Income";"IS";3953683.0;6.9121803E7;1.3655828E7;1.3655828E7
"BRMS";"Operating Expense";"IS";6127789.0;5341284.0;5503434.0;5503434.0
"BRMS";"Operating Income";"IS";-127328.0;862976.0;1063303.0;1063303.0
"BRMS";"Total Assets";"BS";5.88143372E8;9.80443926E8;1.080234251E9;1.080234251E9
"BRMS";"Total Equity Gross Minority Interest";"BS";4.86703645E8;8.79628458E8;9.55117537E8;9.55117537E8
"BRMS";"Total Liabilities Net Minority Interest";"BS";1.01439727E8;1.00815468E8;1.25116714E8;1.25116714E8
"BRMS";"Total Non Current Assets";"BS";5.41152072E8;7.31160692E8;8.95835286E8;8.95835286E8
"BRMS";"Total Non Current Liabilities Net Minority Interest";"BS";3.4329828E7;1.6896945E7;5.8620346E7;5.8620346E7
"BRMS";"Total Revenue";"IS";8343695.0;1.0578248E7;1.1644445E7;1.1644445E7
"BRNA";"Accounts Payable";"BS";1.90983094E11;1.73086404E11;1.37544513E11;1.37544513E11
"BRNA";"Accounts Receivable";"BS";1.76454402E11;1.83805695E11;1.72113458E11;1.72113458E11
"BRNA";"Basic EPS";"IS";-169.0;-192.0;-137.0;-137.0
"BRNA";"Capital Expenditure";"CF";-3.7561014E10;-3.1230101E10;-4.155595E10;-4.155595E10
"BRNA";"Cash And Cash Equivalents";"BS";5.8810053E10;2.8541658E10;2.6150152E10;2.6150152E10
"BRNA";"Cash Flowsfromusedin Operating Activities Direct";"CF";1.05302358E11;4.782595E9;3.0410477E10;3.0410477E10
"BRNA";"Cost Of Revenue";"IS";1.076231623E12;1.038263672E12;1.022386361E12;1.022386361E12
"BRNA";"Current Assets";"BS";4.59210431E11;4.05198035E11;3.95074953E11;3.95074953E11
"BRNA";"Current Liabilities";"BS";7.42677853E11;6.5381871E11;5.16955676E11;5.16955676E11
"BRNA";"End Cash Position";"CF";3.2273092E10;-5.277217E9;-1.0025699E10;-1.0025699E10
"BRNA";"Gross Profit";"IS";4.7337936E10;1.3159443E10;3.0655471E10;3.0655471E10
"BRNA";"Net Income";"IS";-1.65526254E11;-1.87860915E11;-1.3451306E11;-1.3451306E11
"BRNA";"Operating Expense";"IS";1.14463028E11;9.8701803E10;1.03477781E11;1.03477781E11
"BRNA";"Operating Income";"IS";-6.7125092E10;-8.554236E10;-7.282231E10;-7.282231E10
"BRNA";"Total Assets";"BS";1.965718547E12;2.020640257E12;1.869959662E12;1.869959662E12
"BRNA";"Total Equity Gross Minority Interest";"BS";7.66723518E11;8.51035084E11;7.1889947E11;7.1889947E11
"BRNA";"Total Liabilities Net Minority Interest";"BS";1.198995029E12;1.169605173E12;1.151060192E12;1.151060192E12
"BRNA";"Total Non Current Assets";"BS";1.506508116E12;1.615442222E12;1.474884709E12;1.474884709E12
"BRNA";"Total Non Current Liabilities Net Minority Interest";"BS";4.56317176E11;5.15786463E11;6.34104516E11;6.34104516E11
"BRNA";"Total Revenue";"IS";1.123569559E12;1.051423115E12;1.053041832E12;1.053041832E12
"BRPT";"Accounts Payable";"BS";7.25636E8;7.82276E8;4.50268E8;6.67817E8
"BRPT";"Accounts Receivable";"BS";2.25314E8;2.69661E8;2.30898E8;2.57716E8
"BRPT";"Basic EPS";"IS";4.48E-4;0.00117;2.0E-5;2.8E-4
"BRPT";"Capital Expenditure";"CF";-1.39134E8;-1.59852E8;-1.79543E8;-1.23988E8
"BRPT";"Cash And Cash Equivalents";"BS";1.13531E9;1.875393E9;1.638072E9;1.800231E9
"BRPT";"Cash Flowsfromusedin Operating Activities Direct";"CF";4.31065E8;3.67377E8;-1.32862E8;1.40504E8
"BRPT";"Cost Of Revenue";"IS";1.750773E9;2.370805E9;2.515859E9;2.202219E9
"BRPT";"Current Assets";"BS";2.056677E9;3.564431E9;2.878122E9;3.624849E9
"BRPT";"Current Liabilities";"BS";1.099484E9;1.13285E9;7.78629E8;1.137497E9
"BRPT";"End Cash Position";"CF";1.13531E9;1.875393E9;1.638072E9;1.800231E9
"BRPT";"Gross Profit";"IS";5.83397E8;7.84851E8;4.45673E8;5.5814E8
"BRPT";"Net Income";"IS";4.2373E7;1.09115E8;1759000.0;2.6116E7
"BRPT";"Operating Expense";"IS";1.58076E8;1.61353E8;1.77859E8;2.09066E8
"BRPT";"Operating Income";"IS";4.25321E8;6.23498E8;2.67814E8;3.49074E8
"BRPT";"Total Assets";"BS";7.689515E9;9.241551E9;9.248254E9;1.0149666E10
"BRPT";"Total Equity Gross Minority Interest";"BS";2.962164E9;4.271882E9;3.721897E9;4.111929E9
"BRPT";"Total Liabilities Net Minority Interest";"BS";4.727351E9;4.969669E9;5.526357E9;6.037737E9
"BRPT";"Total Non Current Assets";"BS";5.632838E9;5.67712E9;6.370132E9;6.524817E9
"BRPT";"Total Non Current Liabilities Net Minority Interest";"BS";3.627867E9;3.836819E9;4.747728E9;4.90024E9
"BRPT";"Total Revenue";"IS";2.33417E9;3.155656E9;2.961532E9;2.760359E9
"BSBK";"Accounts Payable";"BS";2.681613133E10;2.6043268577E10;1.2361419985E10;1.0890880075E10
"BSBK";"Accounts Receivable";"BS";3.8376238825E10;4.0938408041E10;3.8202486937E10;3.8304794967E10
"BSBK";"Basic EPS";"IS";-4.360647;34.401175;0.18;0.18
"BSBK";"Capital Expenditure";"CF";-1.542680353E9;-1.550469393E9;-2.2561377728E10;-1.0329319553E10
"BSBK";"Cash And Cash Equivalents";"BS";1.6634762999E10;1.3649729777E10;1.4663451367E10;1.8971425292E10
"BSBK";"Cash Flowsfromusedin Operating Activities Direct";"CF";-4.4516967667E10;-1.3321179531E10;4.7649919682E10;6.9026561047E10
"BSBK";"Cost Of Revenue";"IS";1.10096468E11;1.63579836043E11;1.00728208084E11;1.34147237072E11
"BSBK";"Current Assets";"BS";2.3020784506E11;1.64802532909E11;3.85354245287E11;2.96048925278E11
"BSBK";"Current Liabilities";"BS";4.4581892228E11;4.58103027515E11;1.94088575892E11;1.47466157506E11
"BSBK";"End Cash Position";"CF";1.6634762999E10;1.3649729777E10;1.4663451367E10;1.8971425292E10
"BSBK";"Gross Profit";"IS";4.0403611952E10;7.4512375168E10;1.64242598757E11;2.12952027053E11
"BSBK";"Net Income";"IS";-1.09416093255E11;8.6318442845E11;3.976498607E9;3.959855176E10
"BSBK";"Operating Expense";"IS";7.784777006E10;7.9642542489E10;8.6901793227E10;1.0434291254E11
"BSBK";"Operating Income";"IS";-3.7444158108E10;-5.130167321E9;7.734080553E10;1.08609114513E11
"BSBK";"Total Assets";"BS";9.77744741168E11;2.265483090256E12;2.521415902502E12;2.494630511563E12
"BSBK";"Total Equity Gross Minority Interest";"BS";-1.11793912721E11;1.140825993613E12;1.646329204159E12;1.685932931442E12
"BSBK";"Total Liabilities Net Minority Interest";"BS";1.089538653889E12;1.124657096643E12;8.75086698343E11;8.08697580121E11
"BSBK";"Total Non Current Assets";"BS";7.47536896108E11;2.100680557347E12;2.136061657215E12;2.198581586285E12
"BSBK";"Total Non Current Liabilities Net Minority Interest";"BS";6.43719731609E11;6.66554069128E11;6.80998122451E11;6.61231422615E11
"BSBK";"Total Revenue";"IS";1.50500079952E11;2.38092211211E11;2.64970806841E11;3.47099264125E11
"BSDE";"Accounts Payable";"BS";9.33984491331E11;1.111568076501E12;9.01047441369E11;1.02978879145E12
"BSDE";"Accounts Receivable";"BS";1.38887311085E11;1.34874523726E11;1.81547784363E11;2.61760438291E11
"BSDE";"Basic EPS";"IS";14.12;64.49;116.34;93.02
"BSDE";"Capital Expenditure";"CF";-7.16772460293E11;-8.28662387743E11;-9.87498878143E11;-6.31617704884E11
"BSDE";"Cash And Cash Equivalents";"BS";1.0508135948416E13;7.76693733164E12;9.734419239987E12;9.425764083804E12
"BSDE";"Cash Flowsfromusedin Operating Activities Direct";"CF";1.464349026164E12;3.305687034045E12;3.091638015054E12;8.40493807756E11
"BSDE";"Cost Of Revenue";"IS";1.928745848318E12;2.914751290124E12;3.409439613895E12;5.127454604612E12
"BSDE";"Current Assets";"BS";2.8364293488112E13;2.839775718862E13;2.9586676145282E13;2.9374818540867E13
"BSDE";"Current Liabilities";"BS";1.1832682024655E13;1.0967892740436E13;1.1332854264009E13;1.1897714398814E13
"BSDE";"End Cash Position";"CF";1.0508135948416E13;7.76693733164E12;9.734419239987E12;9.425764083804E12
"BSDE";"Gross Profit";"IS";4.251843237741E12;4.740050960862E12;6.826040341832E12;6.411686645543E12
"BSDE";"Net Income";"IS";2.81700888667E11;1.348623038141E12;2.433146905387E12;1.945467441301E12
"BSDE";"Operating Expense";"IS";2.204177661952E12;2.29249669034E12;3.065685059528E12;3.46990648418E12
"BSDE";"Operating Income";"IS";2.047665575789E12;2.447554270522E12;3.760355282304E12;2.941780161363E12
"BSDE";"Total Assets";"BS";6.086292658675E13;6.1469712165656E13;6.4999403480787E13;6.6827648486393E13
"BSDE";"Total Equity Gross Minority Interest";"BS";3.4471102475824E13;3.5893717013842E13;3.8045436127815E13;4.1201586203678E13
"BSDE";"Total Liabilities Net Minority Interest";"BS";2.6391824110926E13;2.5575995151814E13;2.6953967352972E13;2.5626062282715E13
"BSDE";"Total Non Current Assets";"BS";3.2498633098638E13;3.3071954977036E13;3.5412727335505E13;3.7452829945526E13
"BSDE";"Total Non Current Liabilities Net Minority Interest";"BS";1.4559142086271E13;1.4608102411378E13;1.5621113088963E13;1.3728347883901E13
"BSDE";"Total Revenue";"IS";6.180589086059E12;7.654802250986E12;1.0235479955727E13;1.1539141250155E13
