"symbol";"sum(2020)_Accounts Payable";"sum(2020)_Accounts Receivable";"sum(2020)_Basic EPS";"sum(2020)_Capital Expenditure";"sum(2020)_Cash And Cash Equivalents";"sum(2020)_Cash Flowsfromusedin Operating Activities Direct";"sum(2020)_Cost Of Revenue";"sum(2020)_Current Assets";"sum(2020)_Current Liabilities";"sum(2020)_End Cash Position";"sum(2020)_Gross Profit";"sum(2020)_Net Income";"sum(2020)_Operating Expense";"sum(2020)_Operating Income";"sum(2020)_Total Assets";"sum(2020)_Total Equity Gross Minority Interest";"sum(2020)_Total Liabilities Net Minority Interest";"sum(2020)_Total Non Current Assets";"sum(2020)_Total Non Current Liabilities Net Minority Interest";"sum(2020)_Total Revenue";"sum(2021)_Accounts Payable";"sum(2021)_Accounts Receivable";"sum(2021)_Basic EPS";"sum(2021)_Capital Expenditure";"sum(2021)_Cash And Cash Equivalents";"sum(2021)_Cash Flowsfromusedin Operating Activities Direct";"sum(2021)_Cost Of Revenue";"sum(2021)_Current Assets";"sum(2021)_Current Liabilities";"sum(2021)_End Cash Position";"sum(2021)_Gross Profit";"sum(2021)_Net Income";"sum(2021)_Operating Expense";"sum(2021)_Operating Income";"sum(2021)_Total Assets";"sum(2021)_Total Equity Gross Minority Interest";"sum(2021)_Total Liabilities Net Minority Interest";"sum(2021)_Total Non Current Assets";"sum(2021)_Total Non Current Liabilities Net Minority Interest";"sum(2021)_Total Revenue";"sum(2022)_Accounts Payable";"sum(2022)_Accounts Receivable";"sum(2022)_Basic EPS";"sum(2022)_Capital Expenditure";"sum(2022)_Cash And Cash Equivalents";"sum(2022)_Cash Flowsfromusedin Operating Activities Direct";"sum(2022)_Cost Of Revenue";"sum(2022)_Current Assets";"sum(2022)_Current Liabilities";"sum(2022)_End Cash Position";"sum(2022)_Gross Profit";"sum(2022)_Net Income";"sum(2022)_Operating Expense";"sum(2022)_Operating Income";"sum(2022)_Total Assets";"sum(2022)_Total Equity Gross Minority Interest";"sum(2022)_Total Liabilities Net Minority Interest";"sum(2022)_Total Non Current Assets";"sum(2022)_Total Non Current Liabilities Net Minority Interest";"sum(2022)_Total Revenue";"sum(2023)_Accounts Payable";"sum(2023)_Accounts Receivable";"sum(2023)_Basic EPS";"sum(2023)_Capital Expenditure";"sum(2023)_Cash And Cash Equivalents";"sum(2023)_Cash Flowsfromusedin Operating Activities Direct";"sum(2023)_Cost Of Revenue";"sum(2023)_Current Assets";"sum(2023)_Current Liabilities";"sum(2023)_End Cash Position";"sum(2023)_Gross Profit";"sum(2023)_Net Income";"sum(2023)_Operating Expense";"sum(2023)_Operating Income";"sum(2023)_Total Assets";"sum(2023)_Total Equity Gross Minority Interest";"sum(2023)_Total Liabilities Net Minority Interest";"sum(2023)_Total Non Current Assets";"sum(2023)_Total Non Current Liabilities Net Minority Interest";"sum(2023)_Total Revenue"
"ISAT";6.57184E11;2.55676E12;-131.9;-7.630463E12;1.782246E12;1.1047901E13;1.216554E13;9.594951E12;2.2658094E13;1.782246E12;1.5760121E13;-7.16719E11;1.4170805E13;1.589316E12;6.277874E13;1.2913396E13;4.9865344E13;5.3183789E13;2.720725E13;2.7925661E13;9.81761E11;2.027161E12;1242.35;-9.484354E12;3.789006E12;1.0971911E13;1.3580102E13;1.1499439E13;2.8658152E13;3.789006E12;1.7808209E13;6.750873E12;1.4126684E13;3.681525E12;6.3397148E13;1.0302802E13;5.3094346E13;5.1897709E13;2.4436194E13;3.1388311E13;8.49574E11;2.332767E12;587.41;-1.0429036E13;9.50788E12;1.5676831E13;2.1149374E13;1.8683115E13;3.5874074E13;9.50788E12;2.5602945E13;4.723415E12;1.9837423E13;5.765522E12;1.13657346E14;3.136859E13;8.2288756E13;9.4974231E13;4.6414682E13;4.6752319E13;7.45799E11;3.139479E12;558.92;-1.3009489E13;5.189573E12;1.7680485E13;2.108488E13;1.5479659E13;3.4134343E13;5.189573E12;3.0143902E13;4.506392E12;2.0827101E13;9.316801E12;1.14722249E14;3.3708792E13;8.1013457E13;9.924259E13;4.6879114E13;5.1228782E13
"ISSP";3.0067E10;8.48299E11;24.89;-4.7061E10;5.9543E10;3.50585E11;3.217408E12;3.113612E12;2.162323E12;5.9543E10;5.58122E11;1.75825E11;1.74121E11;3.84001E11;6.076604E12;3.33534E12;2.741264E12;2.962992E12;5.78941E11;3.77553E12;3.87828E11;1.019584E12;68.8;-1.11557E11;5.0092E10;-1.10281E11;4.258794E12;4.422689E12;2.761503E12;5.0092E10;1.120014E12;4.86062E11;2.78489E11;8.41525E11;7.097322E12;3.787113E12;3.310209E12;2.674633E12;5.48706E11;5.378808E12;2.59285E11;1.159861E12;43.29;-1.08677E11;5.0178E10;-3.1546E10;5.497334E12;4.40141E12;2.606899E12;5.0178E10;7.58611E11;3.0586E11;1.12262E11;6.46349E11;7.405931E12;4.144535E12;3.261396E12;3.004521E12;6.54497E11;6.255945E12;2.69867E11;1.134793E12;70.5;-6.6043E10;1.76938E11;2.01569E11;5.387142E12;5.074574E12;2.497358E12;1.76938E11;1.068187E12;4.98087E11;1.92056E11;8.76131E11;7.971708E12;4.618346E12;3.353362E12;2.897134E12;8.56004E11;6.455329E12
"ITMA";0.0;0.0;0.0141;0.0;175872.0;-244805.0;0.0;292035.0;860299.0;175872.0;204458.0;1.2258909E7;116842.0;87616.0;1.82973654E8;1.72248454E8;1.07252E7;1.82681619E8;9864901.0;204458.0;0.0;0.0;0.0141;0.0;175872.0;-244805.0;0.0;292035.0;860299.0;175872.0;204458.0;1.2258909E7;116842.0;87616.0;1.82973654E8;1.72248454E8;1.07252E7;1.82681619E8;9864901.0;204458.0;0.0;0.0;0.0341;0.0;217902.0;-493089.0;27978.0;326286.0;1601434.0;217902.0;170254.0;3.0690217E7;129324.0;40930.0;2.19179977E8;2.09524281E8;9655696.0;2.18853691E8;8054262.0;198232.0;0.0;0.0;0.0022;0.0;270630.0;-419803.0;2537.0;497265.0;1167535.0;270630.0;243106.0;2185754.0;207265.0;35841.0;2.26695921E8;2.11604532E8;1.5091389E7;2.26198656E8;1.3923854E7;245643.0
"ITMG";6.2342E7;7.466E7;0.04;-2.7313E7;2.31459E8;1.72743E8;9.81652E8;4.09638E8;2.073E8;2.31459E8;2.03684E8;3.9469E7;1.03336E8;1.00348E8;1.158629E9;8.4629E8;3.12339E8;7.48991E8;1.05039E8;1.185336E9;8.5262E7;1.86814E8;0.43;-2.2361E7;6.9097E8;6.17717E8;1.16028E9;9.88024E8;3.64743E8;6.9097E8;9.16533E8;4.7557E8;1.20974E8;7.95559E8;1.666239E9;1.201559E9;4.6468E8;6.78215E8;9.9937E7;2.076813E9;1.44276E8;2.80482E8;1.07;-4.4396E7;1.430327E9;1.325472E9;1.741821E9;1.908545E9;5.85613E8;1.430327E9;1.894392E9;1.200071E9;2.11744E8;1.682648E9;2.640177E9;1.95028E9;6.89897E8;7.31632E8;1.04284E8;3.636213E9;1.09951E8;1.97449E8;0.44;-8.0718E7;8.51149E8;2.21044E8;1.631773E9;1.279872E9;2.94254E8;8.51149E8;7.42542E8;5.00331E8;1.41489E8;6.01053E8;2.187847E9;1.78854E9;3.99307E8;9.07975E8;1.05053E8;2.374315E9
"JARR";8.4950614236E10;0.0;-2.894687;-5.5825425033E11;1.524100661E9;-5.2513067533E10;1.7738251408E10;6.7711970021E10;6.90760603172E11;1.524100661E9;3.303162922E9;-2.3157492193E10;1.8798431289E10;-1.5495268367E10;1.100890257584E12;1.6510901009E10;1.084379356575E12;1.033178287564E12;3.93618753403E11;2.104141433E10;2.38101882724E11;3.72071628992E11;1.983749;-3.62446821261E11;1.0237279629E10;-7.20791301344E11;5.32435618508E11;1.055858406727E12;8.21382757631E11;1.0237279629E10;8.7421720445E10;1.5869994591E10;3.0473829486E10;5.6947890959E10;2.407028987204E12;7.50257986327E11;1.656771000877E12;1.351170580477E12;8.35388243246E11;6.19857338953E11;3.56838018427E11;2.94070090399E11;5.8;-4.17319507454E11;2.08671157915E11;1.89639689816E11;4.277907174479E12;1.499585685715E12;9.94042400953E11;2.08671157915E11;3.64433821021E11;4.168188021E10;1.21911830347E11;2.42521990674E11;3.489310229052E12;1.274264114958E12;2.215046114094E12;1.989724543337E12;1.221003713141E12;4.6423409955E12;2.08240685546E11;3.73771150742E11;8.37;-4.10529042679E11;1.60217607985E11;2.30131658025E11;4.057025528704E12;1.35208126226E12;3.65656547353E11;1.60217607985E11;3.85254120559E11;7.7266308096E10;1.19607248038E11;2.65646872521E11;3.652686220005E12;1.441571515762E12;2.211114704243E12;2.300604957745E12;1.84545815689E12;4.442279649263E12
"JAWA";9.346884495E10;1.7872216544E10;-81.03;-3.1575223819E10;3.00009006E8;-2.47652813862E11;4.85484208884E11;1.38822068042E11;5.16033129015E11;8.382731968E9;-2.414166883E10;-3.05872018841E11;6.7269719756E10;-9.1411388586E10;3.493727182128E12;2.44024559461E11;3.249702622667E12;3.354905114086E12;2.733669493652E12;4.61342540054E11;8.0649011788E10;2.2363508086E10;-47.02;-3.4731547601E10;1.96326421E8;-1.28231975147E11;7.61001765843E11;2.22474701963E11;5.81719424699E11;1.2756061463E10;8.2193387842E10;-1.7748828149E11;5.6789131282E10;2.540425656E10;3.566231393023E12;2.23405125774E11;3.342826267249E12;3.34375669106E12;2.76110684255E12;8.43195153685E11;1.12759787874E11;2.0570322056E10;-79.53;-4.313080504E10;1.12722893E8;-1.380459813E11;9.4424490503E11;2.62493584472E11;6.5577923822E11;1.982725868E9;2.7296613052E10;-3.0020607406E11;5.5843097854E10;-2.8546484802E10;3.589642467446E12;1.18404868769E11;3.471237598677E12;3.327148882974E12;2.815458360457E12;9.71541518082E11;1.12759787874E11;2.0570322056E10;-79.53;-4.313080504E10;1.12722893E8;-1.380459813E11;9.4424490503E11;2.62493584472E11;6.5577923822E11;1.982725868E9;2.7296613052E10;-3.0020607406E11;5.5843097854E10;-2.8546484802E10;3.589642467446E12;1.18404868769E11;3.471237598677E12;3.327148882974E12;2.815458360457E12;9.71541518082E11
"JAYA";1.362286581E9;1.2136244545E10;6.851374;-2.018293888E9;6.149373699E9;1.0240650714E10;4.5956594289E10;2.0236527028E10;1.181051291E10;6.149373699E9;1.9518886161E10;3.027214839E9;1.4551049312E10;4.967836849E9;8.2202146171E10;6.674517625E10;1.5456969921E10;6.1965619143E10;3.646457011E9;6.547548045E10;1.499960453E9;1.3384043214E10;13.47;-3.7971098741E10;3.534922099E9;1.1333718278E10;5.0167987776E10;5.4823160889E10;6.974418958E9;3.534922099E9;2.2259592399E10;5.691983654E9;1.5017636901E10;7.241955498E9;1.21943097733E11;1.10212459511E11;1.1730638222E10;6.7119936844E10;4.756219264E9;7.2427580175E10;4.994783274E9;1.6852825976E10;5.57;-5.32558573E9;8.011782399E9;-5.142901287E9;5.654337341E10;5.2160068676E10;1.1780044897E10;8.011782399E9;2.2693551155E10;4.337338545E9;1.5818985188E10;6.874565967E9;1.31564860762E11;1.17427530716E11;1.4137330046E10;7.9404792086E10;2.357285149E9;7.9236924565E10;2.291902153E9;1.61903838E10;5.57;-5.934010235E9;7.904865775E9;2.812392011E10;5.7235942546E10;5.3046136217E10;3.1374000216E10;7.904865775E9;2.756989338E10;1.0232158764E10;1.8610764868E10;8.959128512E9;1.66743809893E11;1.21633984837E11;4.5109825056E10;1.13697673676E11;1.373582484E10;8.4805835926E10
"JECC";2.18875401E11;4.03165338E11;79.0;-7.316205E9;6.373665E10;4.05915749E11;1.430708039E12;9.31144662E11;6.83973802E11;6.3736652E10;1.44296558E11;1.192393E10;9.7492035E10;4.6804523E10;1.513949141E12;7.35051171E11;7.7889797E11;5.82804479E11;9.4924168E10;1.575004597E12;2.88801274E11;4.57274838E11;-312.0;-3.369212E9;4.8091741E10;-2.62438827E11;1.689122211E12;1.153286914E12;9.76527816E11;4.8091741E10;3.227892E10;-4.7180334E10;6.6616485E10;-3.4337565E10;1.736977382E12;6.96234481E11;1.040742901E12;5.83690468E11;6.4215085E10;1.721401131E12;4.37924063E11;7.85621023E11;381.0;-2.9772125E10;1.48583502E11;-1.55061768E11;2.592161953E12;1.612699928E12;1.391322088E12;1.48583501E11;2.24311392E11;5.7624983E10;1.14724544E11;1.09586848E11;2.199797641E12;7.4822896E11;1.451568681E12;5.87097713E11;6.0246593E10;2.816473345E12;4.14145141E11;7.55016465E11;381.0;-2.7214339E10;1.58098144E11;1.85765226E11;2.795007109E12;1.593571789E12;1.303802353E12;1.58098144E11;2.92555556E11;6.4390135E10;1.33329743E11;1.59225813E11;2.162295387E12;7.92848103E11;1.369447284E12;5.68723598E11;6.5644931E10;3.087562665E12
"JGLE";4.5849E10;4.441E9;-4.93;-1.89E8;1.1122E10;-9.23E8;7.2825E10;9.49464E11;3.67884E11;1.1122E10;1.5382E10;-1.11292E11;8.186E10;-6.6478E10;3.320852E12;2.046999E12;1.273853E12;2.371388E12;9.05969E11;8.8207E10;3.8704E10;4.886E9;-4.49;-6.97E8;6.4016E10;-6.211E9;7.3872E10;1.016791E12;4.71375E11;6.4016E10;1.2908E10;-1.0149E11;6.8204E10;-5.5296E10;3.050135E12;1.94779E12;1.102345E12;2.033344E12;6.3097E11;8.678E10;1.4907E10;2.775E9;-33.58;-1.448E9;8.5443E10;6.777E9;1.0012E11;1.017212E12;2.92398E11;8.5443E10;9.1876E10;-7.58197E11;1.0749E11;-1.5614E10;1.710447E12;1.189099E12;5.21348E11;6.93235E11;2.2895E11;1.91996E11;1.4907E10;2.775E9;-33.58;-1.448E9;8.5443E10;6.777E9;1.0012E11;1.017212E12;2.92398E11;8.5443E10;9.1876E10;-7.58197E11;7.8631E10;3.5871E10;1.710447E12;1.189099E12;5.21348E11;6.93235E11;2.2895E11;1.91996E11
"JIHD";7.9524163E10;4.8123653E10;-13.98;-1.38588455E11;2.03302044E11;4.6255287E10;2.62954386E11;4.0173794E11;7.4237276E11;2.03302044E11;6.43310125E11;-3.2548962E10;8.86964149E11;-2.43654024E11;6.719372766E12;4.878438035E12;1.840934731E12;6.317634826E12;1.098561971E12;9.06264511E11;8.4257388E10;4.4991787E10;-44.7;-3.5229646E10;2.99602293E11;1.42909155E11;2.56382956E11;4.89852393E11;7.72108606E11;2.99602293E11;6.46556312E11;-1.04238585E11;8.86648594E11;-2.40092282E11;6.609371028E12;4.773260748E12;1.83611028E12;6.119518635E12;1.064001674E12;9.02939268E11;6.5197882E10;4.4947091E10;1.66;-7.1006357E10;3.24480649E11;3.59312788E11;2.94150586E11;4.93454796E11;7.69119391E11;3.24480649E11;9.72827456E11;3.871071E9;9.80654274E11;-7.826818E9;6.578827672E12;4.725855356E12;1.852972316E12;6.085372876E12;1.083852925E12;1.266978042E12;7.1234244E10;4.6091097E10;22.58;-8.557897E10;4.12934749E11;4.42345774E11;3.16768271E11;5.69570432E11;8.28753682E11;4.12934749E11;1.149149652E12;5.2589424E10;1.099488701E12;4.9660951E10;6.529925187E12;4.726364325E12;1.803560862E12;5.960354755E12;9.7480718E11;1.465917923E12
"JKON";2.56207344E11;1.35962896E12;3.25;-2.9248992E10;5.56853162E11;1.35725241E11;2.52079762E12;2.569758313E12;1.628187787E12;5.56853162E11;4.92981297E11;5.295973E10;3.7854613E11;1.14435167E11;4.565315258E12;2.683067425E12;1.882247833E12;1.995556945E12;2.54060046E11;3.013778917E12;2.53277733E11;1.162889522E12;-2.33;-3.1182987E10;5.62782118E11;2.48276515E11;3.013790607E12;2.430994227E12;1.137368741E12;5.62782118E11;4.66272251E11;-3.8061934E10;3.33194901E11;1.3307735E11;4.145213922E12;2.650548192E12;1.49466573E12;1.714219695E12;3.57296989E11;3.480062858E12;3.01432911E11;1.089241338E12;12.31;-8.2769869E10;4.41414235E11;6.8903483E10;3.864227268E12;2.381519836E12;1.224355589E12;4.41414235E11;6.00947225E11;2.00754568E11;3.75804977E11;2.25142248E11;4.307485666E12;2.862032246E12;1.44545342E12;1.92596583E12;2.21097831E11;4.465174493E12;3.48325834E11;9.31354969E11;14.56;-1.1335331E11;4.71769154E11;2.14445919E11;3.843825624E12;2.328121092E12;1.194347666E12;4.71769154E11;7.04929072E11;2.37474807E11;4.12100719E11;2.92828353E11;4.396310133E12;3.05461253E12;1.341697603E12;2.068189041E12;1.47349937E11;4.548754696E12
"JPFA";2.503816E12;1.880016E12;79.0;-1.818204E12;1.335911E12;4.09944E12;2.9535739E13;1.1745138E13;6.007679E12;1.335911E12;7.429209E12;9.16711E11;5.051372E12;2.377837E12;2.595176E13;1.141197E13;1.453979E13;1.4206622E13;8.532111E12;3.6964948E13;2.345377E12;2.347809E12;174.0;-1.416194E12;1.085116E12;7.01246E11;3.6858209E13;1.4161153E13;7.064166E12;1.085116E12;8.020091E12;2.022596E12;4.651581E12;3.36851E12;2.8589656E13;1.310271E13;1.5486946E13;1.4428503E13;8.42278E12;4.48783E13;3.443507E12;2.40525E12;122.0;-2.145014E12;1.811082E12;1.426749E12;4.1288929E13;1.7001468E13;9.41244E12;1.811082E12;7.683156E12;1.419855E12;5.105183E12;2.577973E12;3.2690887E13;1.3654777E13;1.903611E13;1.5689419E13;9.62367E12;4.8972085E13;4.117814E12;2.456138E12;80.0;-2.083315E12;1.502603E12;2.371932E12;4.3664543E13;1.7218323E13;1.0684062E13;1.502603E12;7.511355E12;9.29716E11;5.470191E12;2.041164E12;3.4109431E13;1.4167212E13;1.9942219E13;1.6891108E13;9.258157E12;5.1175898E13
"JRPT";7.4623059E10;2.924311E10;74.4;-2.6964374E10;1.00901962E12;6.29710812E11;1.024060615E12;4.034439346E12;3.244809938E12;1.00901962E12;1.160881371E12;9.24905073E11;3.96019849E11;7.64861522E11;1.1481521265E13;7.875084383E12;3.606436882E12;7.447081919E12;3.61626944E11;2.184941986E12;6.8400748E10;3.2391362E10;57.05;-1.4879156E10;5.46059814E11;8.58451619E11;1.043490358E12;3.37296398E12;3.283208945E12;5.46059814E11;1.130852692E12;7.68912755E11;3.75376607E11;7.55476085E11;1.1748147834E13;8.153793184E12;3.59435465E12;8.375183854E12;3.11145705E11;2.17434305E12;7.9622399E10;2.5749417E10;65.17;-3.8860722E10;6.21060876E11;9.90441047E11;9.59311542E11;3.420467433E12;3.390150461E12;6.21060876E11;1.299662908E12;8.60910339E11;3.3639898E11;9.63263928E11;1.22518005E13;8.632045673E12;3.619754827E12;8.831333067E12;2.29604366E11;2.25897445E12;3.92267713E11;2.7126182E10;65.17;-1.86956506E11;3.30615713E11;9.18049944E11;1.041030981E12;3.232639126E12;3.6956408E12;3.30615713E11;1.46261439E12;1.004620409E12;3.61433981E11;1.101180409E12;1.3206898387E13;9.27083501E12;3.936063377E12;9.974259261E12;2.40422577E11;2.503645371E12
"JSKY";8.5897098597E10;1.2582393168E11;4.0;-7.355634959E9;4.12472744E8;-3.2766818517E10;1.45141560879E11;3.22415169447E11;2.50385133077E11;4.12472744E8;5.5117019649E10;6.977249334E9;2.7593581909E10;2.752343774E10;4.95492401031E11;2.32203377605E11;2.63289023426E11;1.73077231584E11;1.2903890349E10;2.00258580528E11;2.8624230843E10;1.228012951E9;4.0;-1.26294057E8;1.186993777E9;-1.5866832249E10;1.30378544691E11;1.9681159676E11;1.60516478275E11;1.186993777E9;1.7915916389E10;-7.2771903384E10;3.3090008533E10;-1.5174092144E10;3.87392983693E11;1.60635806897E11;2.26757176796E11;1.90581386933E11;6.6240698521E10;1.4829446108E11;2.8624230843E10;1.228012951E9;4.0;-1.26294057E8;1.186993777E9;-1.5866832249E10;1.30378544691E11;1.9681159676E11;1.60516478275E11;1.186993777E9;1.7915916389E10;-7.2771903384E10;3.3090008533E10;-1.5174092144E10;3.87392983693E11;1.60635806897E11;2.26757176796E11;1.90581386933E11;6.6240698521E10;1.4829446108E11;2.8624230843E10;1.228012951E9;4.0;-1.26294057E8;1.186993777E9;-1.5866832249E10;1.30378544691E11;1.9681159676E11;1.60516478275E11;1.186993777E9;1.7915916389E10;-7.2771903384E10;3.3090008533E10;-1.5174092144E10;3.87392983693E11;1.60635806897E11;2.26757176796E11;1.90581386933E11;6.6240698521E10;1.4829446108E11
"JSMR";2.208593E12;0.0;69.04;-2.1150839E13;4.597204E12;1.440732E12;8.349488E12;1.0705995E13;1.4928687E13;4.597204E12;5.354533E12;5.01047E11;1.33705E12;4.017483E12;1.04086646E14;2.4775615E13;7.9311031E13;9.3380651E13;6.4382344E13;1.3704021E13;4.33025E11;0.0;222.56;-2.882837E12;6.279089E12;2.764584E12;7.694275E12;1.0361876E13;1.2014583E13;6.279089E12;7.475277E12;1.615281E12;1.654156E12;5.821121E12;1.01242884E14;2.5500315E13;7.5742569E13;9.0881008E13;6.3727986E13;1.5169552E13;1.34726E11;0.0;378.0;-4.482823E12;8.429118E12;4.022207E12;9.164752E12;1.2372212E13;1.2142988E13;8.429118E12;7.418097E12;2.746884E12;2.413533E12;5.004564E12;9.1139182E13;2.5621389E13;6.5517793E13;7.876697E13;5.3374805E13;1.6582849E13;1.7923E11;0.0;936.0;-5.783275E12;4.438951E12;4.165956E12;1.2360079E13;7.974775E12;2.2821163E13;4.438951E12;8.958526E12;6.793551E12;2.021066E12;6.93746E12;1.29311989E14;3.8911206E13;9.0400783E13;1.21337214E14;6.757962E13;2.1318605E13
"JSPT";2.5233291E10;7.4925018E10;-62.0;-1.59399285E11;5.59397807E11;-3.841268E10;2.36626963E11;1.199645017E12;6.90117666E11;5.59397807E11;3.5341085E11;-1.43214834E11;5.20871109E11;-1.67460259E11;5.75163456E12;3.0165776E12;2.73505696E12;4.551989543E12;2.044939294E12;5.90037813E11;5.4013117E10;6.2976384E10;-91.0;-1.09596056E11;6.43524604E11;-3.8205991E10;2.20465157E11;1.248479663E12;7.48315645E11;6.43524604E11;3.32315657E11;-2.10407731E11;5.57019161E11;-2.24703504E11;5.682538723E12;2.70863203E12;2.973906693E12;4.43405906E12;2.225591048E12;5.52780814E11;6.4505461E10;9.3702121E10;-19.0;-5.8904287E10;1.091086059E12;3.10638383E11;4.51405607E11;1.665875608E12;7.86346838E11;1.091086059E12;9.25145176E11;-4.5050178E10;6.95388559E11;2.29756617E11;6.08335054E12;2.701248239E12;3.382102301E12;4.417474932E12;2.595755463E12;1.376550783E12;5.7039937E10;9.7929315E10;-19.0;-1.27224731E11;1.297366709E12;4.68391086E11;5.68885189E11;1.82712464E12;9.10583938E11;1.297366709E12;1.206012067E12;1.91237299E11;7.8130483E11;4.24707237E11;6.273818715E12;2.637799015E12;3.6360197E12;4.446694075E12;2.725435762E12;1.774897256E12
"JTPE";1.98598148247E11;6.8862052816E10;10.51;-4.9744224513E10;3.3781887773E10;1.67588791746E11;7.58926697868E11;5.07404939486E11;2.43965977151E11;3.3781887773E10;2.19699189277E11;7.2008562329E10;1.07107007311E11;1.12251677807E11;1.038097010616E12;7.7041583435E11;2.67681176266E11;5.3069207113E11;2.3715199115E10;9.78625887145E11;1.97853225566E11;1.19941925484E11;13.355;-4.1017867527E10;1.76551115047E11;1.98461515932E11;8.25018171576E11;5.68891385933E11;2.42307052888E11;1.76551115047E11;2.50930947707E11;9.1515555493E10;1.14141654398E11;1.36789293309E11;1.212589829191E12;9.10839220201E11;3.0175060899E11;6.43698443258E11;5.9443556102E10;1.075949119283E12;3.0660246797E11;1.18718191183E11;32.55;-1.33325483502E11;2.09758085749E11;1.57183663929E11;1.096969715899E12;8.43786540254E11;4.88176318701E11;2.09758085749E11;3.26173016844E11;1.27252364242E11;1.27869611441E11;1.98303405403E11;1.56363770708E12;1.022066401511E12;5.41571305569E11;7.19851166826E11;5.3394986868E10;1.423142732743E12;3.0660246797E11;1.18718191183E11;30.3;-1.33325483502E11;2.09758085749E11;1.57183663929E11;1.096969715899E12;8.43786540254E11;4.88176318701E11;2.09758085749E11;3.26173016844E11;1.27252364242E11;1.27869611441E11;1.98303405403E11;1.56363770708E12;1.022066401511E12;5.41571305569E11;7.19851166826E11;5.3394986868E10;1.423142732743E12
"KAEF";1.288287721E12;1.526704789E12;3.18;-5.48574344E11;1.249994068E12;1.018975185E12;6.349041832E12;6.093103998E12;6.786941897E12;1.249994068E12;3.657131191E12;1.7638834E10;3.127915276E12;5.29215915E11;1.7562816674E13;7.105672046E12;1.0457144628E13;1.1469712676E13;3.670202731E12;1.0006173023E13;7.86452867E11;1.943935457E12;54.42;-6.59252439E11;7.48481112E11;-2.23924978E11;8.461341494E12;6.200763138E12;5.980180556E12;7.48481112E11;4.396285099E12;3.02273634E11;3.485849786E12;9.10435313E11;1.776019504E13;7.231872635E12;1.0528322405E13;1.1559431902E13;4.548141849E12;1.2857626593E13;1.095285713E12;1.827256514E12;-32.29;-5.96611584E11;2.153023582E12;5.1742845E10;6.013310325E12;8.501422281E12;8.030857184E12;2.153023582E12;3.592835034E12;-1.70045128E11;3.278389842E12;3.14445192E11;2.0353992893E13;9.33929033E12;1.1014702563E13;1.1852570611E13;2.983845379E12;9.606145359E12;1.095285713E12;1.827256514E12;-32.29;-5.96611584E11;2.153023582E12;5.1742845E10;6.013310325E12;8.501422281E12;8.030857184E12;2.153023582E12;3.592835034E12;-1.70045128E11;3.278389842E12;3.14445192E11;2.0353992893E13;9.33929033E12;1.1014702563E13;1.1852570611E13;2.983845379E12;9.606145359E12
"KARW";91104.0;1663148.0;1.2E-4;-23463.0;2638912.0;1559381.0;3257400.0;4839888.0;5.4665377E7;2638912.0;1271500.0;69247.0;1145950.0;125550.0;2.0848323E7;-3.3910223E7;5.4758546E7;1.6008435E7;93169.0;4528900.0;194256.0;1049098.0;-0.001;-82009.0;2444492.0;974320.0;3431469.0;4187836.0;5.2388608E7;2444492.0;-497532.0;-588289.0;-123200.0;-374332.0;1.8013763E7;-3.4492835E7;5.2506598E7;1.3825927E7;117990.0;2933937.0;337413.0;1792382.0;0.00163;-105119.0;805858.0;3442112.0;4099140.0;3015493.0;4.8267528E7;805858.0;3039217.0;955392.0;1440920.0;1598297.0;1.4883214E7;-3.3530927E7;4.8414141E7;1.1867721E7;146613.0;7138357.0;166923.0;1359985.0;0.00163;-266235.0;227486.0;3075519.0;4150640.0;2085153.0;4.4576237E7;227486.0;2633068.0;1201634.0;959158.0;1673910.0;1.243392E7;-3.233017E7;4.476409E7;1.0348767E7;187853.0;6783708.0
"KBLI";1.25486106162E11;6.74882004729E11;-14.0;-2.77547593E10;2.75827092477E11;7.5741762886E11;1.881025626886E12;2.50443016366E12;4.73292558195E11;2.75827092477E11;8.7833837923E10;-5.6914203873E10;1.34875023049E11;-4.7041185126E10;3.009724379484E12;2.350166285861E12;6.59558093623E11;5.05294215824E11;1.86265535428E11;1.968859464809E12;5.603323794E10;4.48052540959E11;23.0;-2.6324074028E10;4.70311167721E11;1.64097703741E11;1.585775254924E12;1.852292728366E12;1.57474430663E11;4.70311167721E11;1.75965194103E11;9.3738322614E10;7.3101643075E10;1.02863551028E11;2.725242711423E12;2.452984793844E12;2.72257917579E11;8.72949983057E11;1.14783486916E11;1.761740449027E12;6.5229970601E10;6.94346452272E11;16.0;-6.493947705E9;3.05620879456E11;-1.76261580673E11;2.024467984459E12;1.9524634281E12;1.87361934985E11;3.05620879456E11;1.96623347425E11;6.4947090367E10;1.20173058805E11;7.645028862E10;2.79700502627E12;2.495007759673E12;3.01997266597E11;8.4454159817E11;1.14635331612E11;2.221091331884E12;5.8997129894E10;6.92675352322E11;16.0;-1.7781064427E10;7.49524499011E11;1.65431885694E11;2.435455104281E12;2.186612525959E12;2.7371186237E11;7.49524499011E11;3.28757140426E11;1.25302243029E11;1.72656367127E11;1.56100773299E11;2.976407140255E12;2.595051438272E12;3.81355701983E11;7.89794614296E11;1.07643839613E11;2.764212244707E12
