"symbol";"sum(2020)_Accounts Payable";"sum(2020)_Accounts Receivable";"sum(2020)_Basic EPS";"sum(2020)_Capital Expenditure";"sum(2020)_Cash And Cash Equivalents";"sum(2020)_Cash Flowsfromusedin Operating Activities Direct";"sum(2020)_Cost Of Revenue";"sum(2020)_Current Assets";"sum(2020)_Current Liabilities";"sum(2020)_End Cash Position";"sum(2020)_Gross Profit";"sum(2020)_Net Income";"sum(2020)_Operating Expense";"sum(2020)_Operating Income";"sum(2020)_Total Assets";"sum(2020)_Total Equity Gross Minority Interest";"sum(2020)_Total Liabilities Net Minority Interest";"sum(2020)_Total Non Current Assets";"sum(2020)_Total Non Current Liabilities Net Minority Interest";"sum(2020)_Total Revenue";"sum(2021)_Accounts Payable";"sum(2021)_Accounts Receivable";"sum(2021)_Basic EPS";"sum(2021)_Capital Expenditure";"sum(2021)_Cash And Cash Equivalents";"sum(2021)_Cash Flowsfromusedin Operating Activities Direct";"sum(2021)_Cost Of Revenue";"sum(2021)_Current Assets";"sum(2021)_Current Liabilities";"sum(2021)_End Cash Position";"sum(2021)_Gross Profit";"sum(2021)_Net Income";"sum(2021)_Operating Expense";"sum(2021)_Operating Income";"sum(2021)_Total Assets";"sum(2021)_Total Equity Gross Minority Interest";"sum(2021)_Total Liabilities Net Minority Interest";"sum(2021)_Total Non Current Assets";"sum(2021)_Total Non Current Liabilities Net Minority Interest";"sum(2021)_Total Revenue";"sum(2022)_Accounts Payable";"sum(2022)_Accounts Receivable";"sum(2022)_Basic EPS";"sum(2022)_Capital Expenditure";"sum(2022)_Cash And Cash Equivalents";"sum(2022)_Cash Flowsfromusedin Operating Activities Direct";"sum(2022)_Cost Of Revenue";"sum(2022)_Current Assets";"sum(2022)_Current Liabilities";"sum(2022)_End Cash Position";"sum(2022)_Gross Profit";"sum(2022)_Net Income";"sum(2022)_Operating Expense";"sum(2022)_Operating Income";"sum(2022)_Total Assets";"sum(2022)_Total Equity Gross Minority Interest";"sum(2022)_Total Liabilities Net Minority Interest";"sum(2022)_Total Non Current Assets";"sum(2022)_Total Non Current Liabilities Net Minority Interest";"sum(2022)_Total Revenue";"sum(2023)_Accounts Payable";"sum(2023)_Accounts Receivable";"sum(2023)_Basic EPS";"sum(2023)_Capital Expenditure";"sum(2023)_Cash And Cash Equivalents";"sum(2023)_Cash Flowsfromusedin Operating Activities Direct";"sum(2023)_Cost Of Revenue";"sum(2023)_Current Assets";"sum(2023)_Current Liabilities";"sum(2023)_End Cash Position";"sum(2023)_Gross Profit";"sum(2023)_Net Income";"sum(2023)_Operating Expense";"sum(2023)_Operating Income";"sum(2023)_Total Assets";"sum(2023)_Total Equity Gross Minority Interest";"sum(2023)_Total Liabilities Net Minority Interest";"sum(2023)_Total Non Current Assets";"sum(2023)_Total Non Current Liabilities Net Minority Interest";"sum(2023)_Total Revenue"
"CPIN";1.1705E12;1.841008E12;234.0;-1.896461E12;2.677813E12;4.845575E12;3.4730453E13;1.3531817E13;5.356453E12;2.677813E12;7.788329E12;3.842083E12;2.523364E12;5.264965E12;3.1159291E13;2.3349683E13;7.809608E12;1.7627474E13;2.453155E12;4.2518782E13;1.571868E12;1.643702E12;221.0;-2.925253E12;1.803188E12;2.121905E12;4.4044938E13;1.571506E13;7.836101E12;1.666307E12;7.653311E12;3.620961E12;2.848576E12;4.804735E12;3.5446051E13;2.5149999E13;1.0296052E13;1.9730991E13;2.459951E12;5.1698249E13;1.496934E12;1.553086E12;179.0;-2.656671E12;2.041946E12;1.673887E12;4.8723504E13;1.7764298E13;1.0109335E13;1.69273E12;8.14404E12;2.928342E12;4.284188E12;3.859852E12;3.9847545E13;2.6327214E13;1.3520331E13;2.2083247E13;3.410996E12;5.6867544E13;2.095178E12;1.707909E12;141.0;-1.483503E12;2.328025E12;3.146254E12;5.3341338E13;1.8324808E13;1.1123822E13;2.235177E12;8.274512E12;2.318584E12;4.417749E12;3.856763E12;4.09708E13;2.7028758E13;1.3942042E13;2.2645992E13;2.81822E12;6.161585E13
"CPRO";6.48312E11;4.77905E11;6.4;-1.21824E11;3.01607E11;7.56892E11;6.228003E12;1.702148E12;5.085064E12;3.01607E11;1.345503E12;3.80902E11;6.88677E11;6.56826E11;6.321559E12;7.23937E11;5.597622E12;4.619411E12;5.12558E11;7.573506E12;4.68956E11;5.29047E11;37.1;-1.72293E11;9.8125E10;9.9209E10;6.533173E12;1.818753E12;2.055151E12;9.8125E10;1.494905E12;2.208722E12;6.88509E11;8.06396E11;6.444438E12;2.873741E12;3.570697E12;4.625685E12;1.515546E12;8.028078E12;4.72309E11;6.28942E11;6.3;-1.65555E11;7.7888E10;2.8421E11;6.59764E12;2.162539E12;1.981666E12;7.7888E10;1.644703E12;3.73668E11;8.21458E11;8.23245E11;6.833737E12;3.181832E12;3.651905E12;4.671198E12;1.670239E12;8.242343E12;4.90579E11;7.76571E11;6.7;-1.17158E11;7.4867E10;3.23485E11;7.339858E12;2.374088E12;2.228182E12;7.4867E10;1.687418E12;4.01468E11;9.32731E11;7.54687E11;6.856338E12;3.419703E12;3.436635E12;4.48225E12;1.208453E12;9.027276E12
"CSAP";2.552378964E12;1.531416321E12;13.508645;-5.79809461E11;1.10125084E11;5.8577339E11;1.068677983E13;4.419656047E12;4.060960933E12;1.10125084E11;1.972767412E12;6.0477744E10;1.62540008E12;3.47367332E11;7.616266096E12;2.053552226E12;5.56271387E12;3.196610049E12;1.501752937E12;1.2659547242E13;2.531251307E12;1.500759548E12;47.225508;-4.22397589E11;6.6944508E10;8.32116E10;1.1946467386E13;4.889716585E12;4.466558051E12;6.6944508E10;2.289955873E12;2.11514218E11;1.764685526E12;5.25270347E11;8.505127561E12;2.265186951E12;6.23994061E12;3.615410976E12;1.773382559E12;1.4236423259E13;2.820260882E12;1.576075128E12;53.63;-4.22796909E11;1.43607901E11;2.74148162E11;1.2927166619E13;5.534371433E12;5.27164781E12;1.43607901E11;2.520214401E12;2.39115408E11;1.888849066E12;6.31365335E11;9.645596019E12;2.496047539E12;7.14954848E12;4.111224586E12;1.87790067E12;1.544738102E13;3.19270416E12;1.70213293E12;36.72;-1.173848301E12;1.65388457E11;4.85547322E11;1.3827300202E13;6.041412045E12;5.727564832E12;1.65388457E11;2.626938544E12;1.82447094E11;2.056673413E12;5.70265131E11;1.1315578952E13;3.501696142E12;7.81388281E12;5.274166907E12;2.086317978E12;1.6454238746E13
"CSMI";1.6369776781E10;0.0;-119.06;-3.965902086E9;3.99975312E9;-2.7632602098E10;3.4768114928E10;1.5917255467E10;5.5751076051E10;3.757313366E9;4.2548462309E10;-3.7622229901E10;7.1736262437E10;-2.9187800128E10;1.25393703496E11;3.0994233341E10;9.4399470155E10;1.09476448029E11;3.8648394104E10;7.7316577237E10;1.3449798599E10;0.0;-16.3;-5.449735688E9;3.708544557E9;4.092330513E9;2.7511086351E10;1.2674084003E10;5.6931451527E10;3.708544557E9;3.3993813015E10;-1.3298042261E10;5.1834130909E10;-1.7840317894E10;1.01943281852E11;1.9784310313E10;8.2158971539E10;8.9269197849E10;2.5227520012E10;6.1504899366E10;7.878106404E9;0.0;-10.57;-5.449735688E9;6.13539234E8;-2.02544223E9;2.3976279161E10;6.185375936E9;4.815685985E10;6.13539234E8;2.7697377455E10;-8.621822988E9;3.5726121736E10;-8.028744281E9;7.4724266989E10;1.229598718E10;6.2428279809E10;6.8538891053E10;1.4271419959E10;5.1673656616E10;4.215253583E9;0.0;-10.57;-5.449735688E9;8.76683408E8;1.650972147E9;1.630391754E9;3.200569758E9;4.5187248793E10;8.76683408E8;2.44695726E9;-3.160873837E9;5.002573054E9;-2.555615794E9;6.589263245E10;9.135113343E9;5.6757519107E10;6.2692062692E10;1.1570270314E10;4.077349014E9
"CTBN";1.4774843E7;1.5506421E7;-0.004;-3685672.0;1.9945504E7;1.1890777E7;1.05905401E8;7.6157309E7;2.2765298E7;1.9945504E7;2.0289436E7;-3063744.0;1.9023489E7;1265947.0;1.30444698E8;9.934554E7;3.1099158E7;5.4287389E7;8333860.0;1.26194837E8;3.0945026E7;1.7283432E7;-0.02;-5464327.0;8810819.0;-5176648.0;8.3478365E7;8.5141198E7;3.9174285E7;8810819.0;1.0302154E7;-1.6017016E7;1.8606962E7;-8304808.0;1.36819807E8;8.9515544E7;4.7304263E7;5.1678609E7;8129978.0;9.3780519E7;3.8058468E7;1.3267558E7;-0.008;-5681833.0;1.1134047E7;8754100.0;1.21080121E8;8.5260035E7;4.3463756E7;1.1134047E7;8135833.0;-6651222.0;1.3501287E7;-5365454.0;1.33941143E8;8.3319543E7;5.06216E7;4.8681108E7;7157844.0;1.29215954E8;4.4577193E7;2.111277E7;-0.008;-3681295.0;7631263.0;262686.0;1.65424296E8;1.28063363E8;6.1193099E7;7631263.0;4.2815794E7;1.864551E7;1.9818665E7;2.2997129E7;1.71146562E8;1.02432988E8;6.8713574E7;4.3083199E7;7520475.0;2.0824009E8
"CTRA";8.75619E11;9.78208E11;71.0;-1.88339E11;5.275686E12;1.213679E12;3.949402E12;2.0645596E13;1.1609414E13;5.275686E12;4.121335E12;1.320754E12;1.473246E12;2.648089E12;3.9255187E13;1.7457528E13;2.1797659E13;1.8609591E13;1.0188245E13;8.070737E12;9.39101E11;9.0786E11;94.0;-2.08359E11;7.161587E12;3.62521E12;4.889833E12;2.191684E13;1.0963375E13;7.161587E12;4.839818E12;1.735329E12;1.472135E12;3.367683E12;4.0668411E13;1.9394197E13;2.1274214E13;1.8751571E13;1.0310839E13;9.729651E12;8.68028E11;7.8061E11;100.0;-3.59589E11;9.050103E12;3.75934E12;4.559218E12;2.3733907E13;1.0809037E13;9.050103E12;4.567581E12;1.862403E12;1.504955E12;3.062626E12;4.2032615E13;2.101493E13;2.1017685E13;1.8298708E13;1.0208648E13;9.126799E12;8.36999E11;7.33754E11;100.0;-7.64909E11;1.0601301E13;3.86482E12;4.685871E12;2.5747833E13;1.0625396E13;1.0601301E13;4.559161E12;1.846087E12;1.607737E12;2.951424E12;4.4115215E13;2.2624716E13;2.1490499E13;1.8367382E13;1.0865103E13;9.245032E12
"CTTH";1.2527085144E10;7.6691770877E10;-33.69;-1.58026032E8;4.379725412E9;-1.333531227E9;8.2744784767E10;4.12759789236E11;2.95720632948E11;4.379725412E9;2.0146183645E10;-4.1472213465E10;3.8123902595E10;-1.797771895E10;6.93600593453E11;2.29653134909E11;4.63947458544E11;2.80840804217E11;1.68226825596E11;1.02890968412E11;1.5473618279E10;7.3079850114E10;-17.8;-5.53692E7;2.318871454E9;-1.437422944E9;6.7403018514E10;4.16356409542E11;3.20292886117E11;2.318871454E9;2.6227408194E10;-2.1905128059E10;2.9924378001E10;-3.696969807E9;6.89921046453E11;2.04551244355E11;4.85369802098E11;2.73564636911E11;1.65076915981E11;9.3630426708E10;1.8838737706E10;8.1655384932E10;-26.95;-2.32762571E8;1.403364217E9;-4.20791319E9;8.7135341063E10;4.35146467918E11;3.64143101148E11;1.403364217E9;2.7978526805E10;-3.3169322394E10;2.9351181253E10;-1.372654448E9;7.12262467657E11;1.72805106979E11;5.39457360678E11;2.77115999739E11;1.7531425953E11;1.15113867868E11;1.5458936343E10;7.4675034394E10;-7.98;-2.32762571E8;3.791038499E9;-3.48181532E8;6.4470403964E10;4.30751516292E11;1.58611498728E11;3.791038499E9;3.4769250226E10;-9.824796901E9;2.836795696E10;6.401293266E9;7.51633765958E11;2.1128521978E11;5.40348546178E11;3.20882249666E11;3.8173704745E11;9.923965419E10
"CUAN";4206353.354333;0.0;-5.96E-4;-888053.919346;677759.424813;-2685043.628594;5678106.68987;1.8397530866338E7;4.7604161985709E7;677759.424813;-4242075.077468;-6701235.544873;2621606.259657;-6863681.337125;8.1085174432982E7;3.336138167383E7;4.7723792759152E7;6.2687643566644E7;119630.773442;1436031.612402;8982465.961808;4808614.8141;1.37E-4;-818836.260875;8380061.056782;610343.981815;1.5049053036548E7;2.2420875591789E7;3.2966996855964E7;8380061.056782;1.3098278501386E7;1541280.632114;8993835.141884;4104443.359502;8.292568420195E7;4.9865447624578E7;3.3060236577372E7;6.0504808610161E7;93239.721408;2.8147331537934E7;806430.751218;8602570.296079;0.003264;-2701289.274822;1.6373480010402E7;2.6477141003958E7;2.8191867203577E7;5.8980822420764E7;2.9823583994022E7;1.6373480010402E7;6.9473578456968E7;3.6694649963679E7;2.0983647454543E7;4.8489931002425E7;1.11921172651952E8;8.1977663672505E7;2.9943508979448E7;5.2940350231188E7;119924.985426;9.7665445660545E7;8613371.9316;1562347.025583;0.001409;-1.1514676412316E7;6.0141935411457E7;-1094123.085255;4.3860129191165E7;1.62938772401555E8;4.6691023935308E7;6.0141935411457E7;5.1825182237631E7;1.5262723218428E7;3.2557403308477E7;1.9267778929154E7;2.27129666971097E8;1.19162871859894E8;1.07966795111203E8;6.4190894569542E7;6.1275771175894E7;9.5685311428796E7
"CYBR";3.845362926E9;1.4054464963E10;-2.385651;-2.636616738E9;1.38609232E9;-1.4943921824E10;5.5101769939E10;2.3383225736E10;6.8091966948E10;1.38609232E9;1.8417406374E10;-1.5386431827E10;3.7207011629E10;-1.8789605255E10;4.6729836889E10;-3.3575974335E10;8.0305811224E10;2.3346611153E10;1.2213844276E10;7.3519176313E10;1.2853445571E10;1.3410244022E10;-1.071355;-1.610113116E9;1.0096566661E10;-7.052256417E9;6.5225293019E10;5.5228278393E10;1.00507254627E11;1.0096566661E10;5.309116747E10;-6.909783945E9;5.5603165475E10;-2.511998005E9;7.3162705507E10;-3.9880994774E10;1.13043700281E11;1.7934427114E10;1.2536445654E10;1.18316460489E11;9.326389057E9;3.2579504493E10;-1.682977;-3.627363115E9;1.5123973273E10;-8.79709574E9;1.15984518527E11;8.2055597102E10;1.885602411E11;1.5123973273E10;7.1035757142E10;-1.0854485272E10;7.6796992095E10;-5.761234953E9;1.70026387832E11;-3.7742412593E10;2.07768800425E11;8.797079073E10;1.9208559325E10;1.87020275669E11;9.326389057E9;3.2579504493E10;-1.682977;-3.627363115E9;1.5123973273E10;-8.79709574E9;1.15984518527E11;8.2055597102E10;1.885602411E11;1.5123973273E10;7.1035757142E10;-1.0854485272E10;9.3518220942E10;-3.814895995E10;1.70026387832E11;-3.7742412593E10;2.07768800425E11;8.797079073E10;1.9208559325E10;1.87020275669E11
"DART";1.06716153E11;1.21684575E11;-127.0;-8.930719E9;1.1073676E10;-8.4703732E10;2.35807308E11;1.82368717E11;6.09340883E11;3.0173064E10;8.8323693E10;-4.00166122E11;1.51034893E11;-6.27112E10;6.656120982E12;2.914108781E12;3.742012201E12;6.473752265E12;3.132671318E12;3.24131001E11;7.8792947E10;6.4822321E10;-131.0;-5.915242E9;7.502276E10;-1.49787211E11;2.14246136E11;1.88892861E11;1.287069124E12;9.5141814E10;7.6324097E10;-4.11217124E11;1.43469867E11;-6.714577E10;6.60403459E12;2.503287462E12;4.100747128E12;6.415141729E12;2.813678004E12;2.90570233E11;6.0696372E10;5.1243053E10;-132.0;-2.75666E8;9.162688E9;-9.1409371E10;2.29116576E11;1.422874E11;9.95858912E11;4.1595981E10;1.01038796E11;-4.21148843E11;1.36637575E11;-3.5598779E10;6.462680097E12;2.082346272E12;4.380333825E12;6.320392697E12;3.384474913E12;3.30155372E11;6.0696372E10;5.1243053E10;-132.0;-2.75666E8;9.162688E9;-9.1409371E10;2.29116576E11;1.422874E11;9.95858912E11;4.1595981E10;1.01038796E11;-4.21148843E11;1.36637575E11;-3.5598779E10;6.462680097E12;2.082346272E12;4.380333825E12;6.320392697E12;3.384474913E12;3.30155372E11
"DCII";9.273E10;1.04303E11;76.829078;-8.19083E11;7.8963E10;3.43605E11;3.89289E11;2.27038E11;5.09609E11;7.8963E10;3.70076E11;1.83141E11;5.732E10;3.12756E11;2.436292E12;7.19914E11;1.716378E12;2.209254E12;1.206769E12;7.59365E11;1.05411E11;2.25108E11;110.0;-5.05622E11;5.0497E10;4.34964E11;3.95238E11;2.97288E11;4.65692E11;5.0497E10;4.76002E11;2.61451E11;5.7033E10;4.18969E11;2.991613E12;1.214954E12;1.776659E12;2.694325E12;1.310967E12;8.7124E11;5.2955E10;1.96774E11;154.0;-3.19311E11;2.37192E11;6.73655E11;4.4438E11;4.41994E11;4.68215E11;2.37192E11;5.99575E11;3.67842E11;7.1874E10;5.27701E11;3.217564E12;1.585197E12;1.632367E12;2.77557E12;1.164152E12;1.043955E12;5.774E10;2.64064E11;216.0;-3.16877E11;4.03869E11;7.41401E11;5.34235E11;6.91453E11;5.17732E11;4.03869E11;7.71611E11;5.14232E11;8.7734E10;6.83877E11;3.676484E12;2.20695E12;1.469534E12;2.985031E12;9.51802E11;1.305846E12
"DEAL";2.4464653779E10;6.8183287179E10;-44.93;-2.049385267E9;2.723409972E9;-3.0955742486E10;8.1785227387E10;1.15979973335E11;1.52334287682E11;2.723409973E9;-1.0643365238E10;-5.0899580627E10;3.5124029775E10;-4.5767395013E10;2.83270056415E11;7.548861139E10;2.07781445025E11;1.6729008308E11;5.5447157343E10;7.1141862149E10;4.2889603083E10;2.3901089749E10;-2.492;-9.77740764E8;3.344259421E9;-9.139688431E9;8.9198473152E10;6.9272491001E10;1.29569093377E11;3.344259421E9;-3.163954733E9;-2.8233723591E10;1.6782629268E10;-1.9946584001E10;1.7033120137E11;-3.4965856279E10;2.05297057649E11;1.01058710369E11;7.5727964272E10;8.6034518419E10;4.2374540157E10;5.0502799434E10;-1.141;-9.77740764E8;2.294721545E9;-2.7541264257E10;7.3560494401E10;8.043093605E10;1.21411576288E11;2.294721545E9;1.7264896575E10;-1.2994136178E10;1.9284484717E10;-2.019588142E9;1.59955395491E11;-4.7518970775E10;2.07474366266E11;7.9524459441E10;8.6062789978E10;9.0825390976E10;4.2374540157E10;5.0502799434E10;-1.141;-9.77740764E8;2.294721545E9;-2.7541264257E10;7.3560494401E10;8.043093605E10;1.21411576288E11;2.294721545E9;1.7264896575E10;-1.2994136178E10;1.9284484717E10;-2.019588142E9;1.59955395491E11;-4.7518970775E10;2.07474366266E11;7.9524459441E10;8.6062789978E10;9.0825390976E10
"DEPO";4.16959894859E11;4.022174048E9;17.487723;-4.809290676E10;2.4648480385E10;1.44552764458E11;1.985698528137E12;6.41687483213E11;5.25136413347E11;2.4648480385E10;4.57673411405E11;1.00834212363E11;3.12677594805E11;1.449958166E11;1.19795984277E12;5.92783283963E11;6.05176558807E11;5.56272359557E11;8.004014546E10;2.443371939542E12;4.02360020531E11;5.281870889E9;14.85;-1.91951758E10;3.76998936108E11;3.6928214512E10;1.914199707295E12;1.103849223554E12;4.73045834649E11;3.76998936108E11;4.1529074665E11;8.7145236487E10;3.04292234353E11;1.10998512297E11;1.691271401111E12;1.115502490278E12;5.75768910833E11;5.87422177557E11;1.02723076184E11;2.329490453945E12;4.33893702386E11;8.810565638E9;15.0;-5.0571310873E10;1.68580843714E11;5.204925233E10;2.071502512781E12;1.163926076884E12;4.94316966125E11;1.68580843714E11;4.85930537591E11;1.03360172768E11;3.71968735905E11;1.13961801686E11;1.780286958906E12;1.17031949209E12;6.09967466816E11;6.16360882022E11;1.15650500691E11;2.557433050372E12;4.33893702386E11;8.810565638E9;15.0;-5.0571310873E10;1.68580843714E11;5.204925233E10;2.071502512781E12;1.163926076884E12;4.94316966125E11;1.68580843714E11;4.85930537591E11;1.03360172768E11;3.71968735905E11;1.13961801686E11;1.780286958906E12;1.17031949209E12;6.09967466816E11;6.16360882022E11;1.15650500691E11;2.557433050372E12
"DEWA";1.0854905628535769E12;8.113665746586372E11;1.136515;-6.292527128321738E11;2.670130671331914E11;7.843286320876294E11;4.201285328618328E12;3.134832875970355E12;2.8106866404778105E12;2.670130671331914E11;1.0603895976634164E11;2.32983523409649E10;1.5281767738753152E11;-4.677871762118988E10;7.82262921608874E12;3.8272195157869707E12;3.995409700301769E12;4.687796340118385E12;1.1847230598239587E12;4.30732428838467E12;1.255028790791503E12;8.080499715651628E11;0.71494;-2.272249588808496E11;3.1413512948974493E11;9.640151196683861E11;4.1169019063531885E12;2.337226446195237E12;2.8679061114914966E12;3.1413512948974493E11;4.97877342022245E11;1.553774242016986E10;1.805363197074227E11;3.173410223148223E11;8.05732961274049E12;3.87287091508936E12;4.1844586976511304E12;5.720103166545253E12;1.3165525861596338E12;4.614779248375434E12;1.278761304E12;8.78689427E11;-0.01138;-2.4161634E11;3.039028E11;2.43701015E11;6.060174113E12;2.246264866E12;3.770901856E12;3.039028E11;8.326739E9;-2.48738727E11;2.35942043E11;-2.27615304E11;7.988939926E12;3.225320755E12;4.763619171E12;5.74267506E12;9.92717315E11;6.068500852E12;1.784505608E12;1.774692336E12;-0.01138;-1.86769317E11;3.86856009E11;1.109832247E12;6.860158681E12;2.906789518E12;4.192286412E12;3.86856009E11;5.12509774E11;3.5294584E10;3.14959516E11;1.97550258E11;8.137619055E12;3.28931489E12;4.848304165E12;5.230829537E12;6.56017753E11;7.372668455E12
"DFAM";1.55510029E9;2.049869998E9;-6.826;-1.410962911E9;7.250158753E9;-1.5525936658E10;3.9742299497E10;1.01169820536E11;7.326721523E10;7.250158753E9;4.9338188876E10;-1.296697259E10;4.4211840891E10;5.126347985E9;3.08397099735E11;8.1870084161E10;2.26527015574E11;2.07227279199E11;1.53259800344E11;8.9080488373E10;8.87338286E8;2.214966125E9;-7.49;-3.97296835E8;5.284999361E9;-1.765087322E9;4.1436218772E10;9.1584386833E10;5.2471847964E10;5.284999361E9;4.3200881921E10;-1.4233558338E10;4.623267672E10;-3.031794799E9;2.71988568417E11;6.9938658192E10;2.02049910225E11;1.80404181584E11;1.49578062261E11;8.4637100693E10;1.251590924E9;3.827533954E9;-9.5;-6.05237809E8;4.046177106E9;5.12558064E8;3.562177632E10;8.8848276228E10;7.0031263103E10;4.046177106E9;3.4911617171E10;-1.8086605233E10;3.9936450043E10;-5.024832872E9;2.6110993759E11;5.3036920263E10;2.08073017327E11;1.72261661362E11;1.38041754224E11;7.0533393491E10;2.005516722E9;2.023572534E9;-8.6;-3.00142438E8;3.276906966E9;4.442123461E9;3.1932097727E10;8.4393745628E10;6.163063902E10;3.276906966E9;3.7406690642E10;-1.6282890611E10;3.8135853387E10;-7.29162745E8;2.47818622736E11;3.8211348943E10;2.09607273793E11;1.63424877108E11;1.47976634773E11;6.9338788369E10
"DGIK";1.8445540962E11;1.10643433898E11;-2.71;-1.178792999E9;9.7336099926E10;-5.8682239791E10;4.31653375126E11;5.0827780944E11;3.56719675394E11;9.7336099926E10;4.7280010732E10;-1.4966090545E10;1.45769015742E11;-9.848900501E10;1.106977581458E12;6.46077347978E11;4.6090023348E11;5.98699772018E11;1.04180558086E11;4.78933385858E11;1.58226612882E11;8.4531039921E10;1.42;-3.490978E8;1.16304193913E11;-5.8046882531E10;3.15544256398E11;4.7482099778E11;2.8827789373E11;1.16304193913E11;5.0907550738E10;7.837519453E9;7.907962994E10;-2.8172079202E10;1.011376737496E12;6.51049102284E11;3.60327635212E11;5.36555739716E11;7.2049741482E10;3.66451807136E11;1.15910610784E11;5.4339139774E10;1.54;-1.041123022E9;4.2805690373E10;-1.508100237E10;3.15991477248E11;3.57047681428E11;2.64205010424E11;4.2805690373E10;5.7052289697E10;8.256118871E9;9.2339830273E10;-3.5287540576E10;9.15761782792E11;6.1535151356E11;3.00410269232E11;5.58714101364E11;3.6205258808E10;3.73043766945E11;1.16280251367E11;5.3920051463E10;1.54;-3.405628387E9;2.5801604628E10;-6.7405918673E10;3.80427872353E11;4.01341595644E11;2.56461776096E11;2.5801604628E10;8.2350503473E10;2.5153793286E10;7.271414471E10;9.636358763E9;9.15924074237E11;6.31640278792E11;2.84283795445E11;5.14582478593E11;2.7822019349E10;4.62778375826E11
"DILD";1.99629887171E11;1.46443314905E11;7.0;-1.4534046417E10;1.121707999968E12;1.12662060627E11;1.710614118438E12;4.517663051391E12;4.367599682705E12;1.121707999968E12;1.180774277913E12;7.6766474625E10;4.01344157991E11;7.79430119922E11;1.5701872562921E13;6.049249422919E12;9.652623140002E12;1.118420951153E13;5.285023457297E12;2.891388396351E12;1.87397756922E11;2.61433741169E11;1.27;-1.3190264925E10;1.753785483563E12;7.79027162591E11;1.600705230969E12;6.668818368239E12;6.489247592873E12;1.753785483563E12;1.02792661037E12;1.3137320895E10;3.59863372681E11;6.68063237689E11;1.6460004827627E13;6.047376727618E12;1.0412628100009E13;9.791186459388E12;3.923380507136E12;2.628631841339E12;1.0004515378E11;2.54539785902E11;-9.54;-1.9553965829E10;1.162691397052E12;-4.4365872042E11;1.874212700215E12;6.459625889455E12;6.191313428086E12;1.162691397052E12;1.27454226606E12;-9.8844466051E10;3.03558490305E11;9.70983775755E11;1.6351848378006E13;6.21565295542E12;1.0136195422586E13;9.892222488551E12;3.9448819945E12;3.148754966275E12;6.5099135163E10;1.89602458024E11;16.8;-3.9838350068E10;9.54308405033E11;-9.4262514125E10;2.321030583199E12;4.734769827971E12;4.152716613776E12;9.54308405033E11;1.585795815993E12;1.74108406452E11;5.98528500844E11;9.87267315149E11;1.4603908143192E13;6.539181428024E12;8.064726715168E12;9.869138315221E12;3.912010101392E12;3.906826399192E12
"DIVA";4.2779782715E10;1.47915487078E11;14.27;-4.7917068877E10;1.33331405558E11;-3.7607607105E10;3.598427026482E12;9.67321260042E11;2.44030808271E11;1.33331405558E11;8.943482356E10;6.5806444168E10;6.6115637601E10;2.3319185959E10;1.15496501184E12;8.81994832925E11;2.72970178915E11;1.87643751798E11;2.8939370644E10;3.687861850042E12;2.7237297458E10;1.34702208536E11;890.94;-5.278896306E9;2.51973930638E11;1.91317372216E11;4.73503011771E12;2.206333656195E12;1.91386988866E11;2.51973930638E11;1.17087283485E11;1.260037703544E12;8.25944095E10;3.4492873985E10;2.360148812115E12;2.148467671341E12;2.11681140774E11;1.5381515592E11;2.0294151908E10;4.852117401195E12;2.1443514237E10;1.33600208128E11;3.03;-1.6774061078E10;1.57647542749E11;4.5512334327E10;4.758937769926E12;2.122401225916E12;1.76810002246E11;1.57647542749E11;1.09442625409E11;4.244894024E9;9.710676228E10;1.2335863129E10;2.337996948614E12;2.149664222842E12;1.88332725772E11;2.15595722698E11;1.1522723526E10;4.868380395335E12;2.6110285582E10;2.02669620624E11;-912.65;-5.891993957E9;7.2018446151E10;-5.3321955587E10;3.749678100247E12;8.11621410682E11;1.30742163373E11;7.2018446151E10;1.03759347326E11;-1.277699440056E12;9.4037679857E10;9.721667469E9;1.0134331032E12;8.76403744877E11;1.37029358323E11;2.01811692518E11;6.28719495E9;3.853437447573E12
